year,Player,Team,Pos,name,GSIS_ID,player_info
2018,Marcedes Lewis,GB,TE,M.Lewis,00-0024243,"Marcedes Lewis, TE"
2018,Marcell Ateman,OAK,WR,M.Ateman,00-0034747,"Marcell Ateman, WR"
2018,Marcus Mariota,TEN,QB,M.Mariota,00-0032268,"Marcus Mariota, QB"
2018,Mark Sanchez,WAS,QB,M.Sanchez,00-0026898,"Mark Sanchez, QB"
2018,Mark Walton,CIN,RB,M.Walton,00-0034679,"Mark Walton, RB"
2018,Marquez Valdes-Scantling,GB,WR,M.Valdes-Scantling,00-0034272,"Marquez Valdes-Scantling, WR"
2018,Marshawn Lynch,OAK,RB,M.Lynch,00-0025399,"Marshawn Lynch, RB"
2018,Martavis Bryant,OAK,WR,M.Bryant,00-0031373,"Martavis Bryant, WR"
2018,Marvin Hall,ATL,WR,M.Hall,00-0033094,"Marvin Hall, WR"
2018,Marvin Jones,DET,WR,M.Jones,00-0029293,"Marvin Jones, WR"
2018,Matt Cassel,DET,QB,M.Cassel,00-0023662,"Matt Cassel, QB"
2018,Matt Flanagan,WAS,TE,M.Flanagan,00-0034101,"Matt Flanagan, TE"
2018,Matt Lengel,CIN,TE,M.Lengel,00-0031788,"Matt Lengel, TE"
2018,Matt Ryan,ATL,QB,M.Ryan,00-0026143,"Matt Ryan, QB"
2018,Matt Schaub,ATL,QB,M.Schaub,00-0022787,"Matt Schaub, QB"
2018,Matthew Stafford,DET,QB,M.Stafford,00-0026498,"Matthew Stafford, QB"
2018,Maurice Harris,WAS,WR,M.Harris,00-0032362,"Maurice Harris, WR"
2018,Michael Floyd,WAS,WR,M.Floyd,00-0029638,"Michael Floyd, WR"
2018,Michael Roberts,DET,TE,M.Roberts,00-0033559,"Michael Roberts, TE"
2018,Mike Evans,TB,WR,M.Evans,00-0031408,"Mike Evans, WR"
2018,Mike Glennon,ARI,QB,M.Glennon,00-0030520,"Mike Glennon, QB"
2018,Mohamed Sanu,ATL,WR,M.Sanu,00-0029632,"Mohamed Sanu, WR"
2018,MyCole Pruitt,TEN,TE,M.Pruitt,00-0031585,"MyCole Pruitt, TE"
2018,Nick Bellore,DET,FB,N.Bellore,00-0028292,"Nick Bellore, FB"
2018,O.J. Howard,TB,TE,O.Howard,00-0033879,"O.J. Howard, TE"
2018,Paul Richardson,WAS,WR,P.Richardson,00-0031257,"Paul Richardson, WR"
2018,Peyton Barber,TB,RB,P.Barber,00-0032741,"Peyton Barber, RB"
2018,Randall Cobb,GB,WR,R.Cobb,00-0028002,"Randall Cobb, WR"
2018,Ricky Seals-Jones,ARI,TE,R.Seals-Jones,00-0033611,"Ricky Seals-Jones, TE"
2018,Rob Kelley,WAS,RB,R.Kelley,00-0032371,"Rob Kelley, RB"
2018,Robert Tonyan,GB,TE,R.Tonyan,00-0033757,"Robert Tonyan, TE"
2018,Ronald Jones,TB,RB,R.Jones,00-0034816,"Ronald Jones, RB"
2018,Roosevelt Nix,PIT,FB,R.Nix,00-0030741,"Roosevelt Nix, FB"
2018,Russell Gage,ATL,WR,R.Gage,00-0034411,"Russell Gage, WR"
2018,Ryan Fitzpatrick,TB,QB,R.Fitzpatrick,00-0023682,"Ryan Fitzpatrick, QB"
2018,Ryan Switzer,PIT,WR,R.Switzer,00-0033562,"Ryan Switzer, WR"
2018,Sam Bradford,ARI,QB,S.Bradford,00-0027854,"Sam Bradford, QB"
2018,Samaje Perine,WAS,RB,S.Perine,00-0033526,"Samaje Perine, RB"
2018,Seth Roberts,OAK,WR,S.Roberts,00-0031166,"Seth Roberts, WR"
2018,Shaun Wilson,TB,RB,S.Wilson,00-0034621,"Shaun Wilson, RB"
2018,Stevan Ridley,PIT,RB,S.Ridley,00-0028011,"Stevan Ridley, RB"
2018,T.J. Jones,DET,WR,T.Jones,00-0031189,"T.J. Jones, WR"
2018,T.J. Logan,ARI,RB,T.Logan,00-0033789,"T.J. Logan, RB"
2018,Tajae Sharpe,TEN,WR,T.Sharpe,00-0032778,"Tajae Sharpe, WR"
2018,Taylor Heinicke,CAR,QB,T.Heinicke,00-0031800,"Taylor Heinicke, QB"
2018,Taywan Taylor,TEN,WR,T.Taylor,00-0033911,"Taywan Taylor, WR"
2018,Tevin Coleman,ATL,RB,T.Coleman,00-0032058,"Tevin Coleman, RB"
2018,Theo Riddick,DET,RB,T.Riddick,00-0030107,"Theo Riddick, RB"
2018,Torrey Smith,CAR,WR,T.Smith,00-0027996,"Torrey Smith, WR"
2018,Travaris Cadet,CAR,RB,T.Cadet,00-0029205,"Travaris Cadet, RB"
2018,Trent Sherfield,ARI,WR,T.Sherfield,00-0034487,"Trent Sherfield, WR"
2018,Trey Quinn,WAS,WR,T.Quinn,00-0034339,"Trey Quinn, WR"
2018,Tyler Boyd,CIN,WR,T.Boyd,00-0033009,"Tyler Boyd, WR"
2018,Tyler Eifert,CIN,TE,T.Eifert,00-0030549,"Tyler Eifert, TE"
2018,Tyler Kroft,CIN,TE,T.Kroft,00-0032214,"Tyler Kroft, TE"
2018,Vance McDonald,PIT,TE,V.McDonald,00-0030470,"Vance McDonald, TE"
2018,Vernon Davis,WAS,TE,V.Davis,00-0024221,"Vernon Davis, TE"
2018,Xavier Grimble,PIT,TE,X.Grimble,00-0031035,"Xavier Grimble, TE"
2018,Zach Zenner,DET,RB,Z.Zenner,00-0031665,"Zach Zenner, RB"
2018,Adam Shaheen,CHI,TE,A.Shaheen,00-0033896,"Adam Shaheen, TE"
2018,Alfred Blue,HOU,RB,A.Blue,00-0031075,"Alfred Blue, RB"
2018,Alfred Morris,SF,RB,A.Morris,00-0029141,"Alfred Morris, RB"
2018,Allen Hurns,DAL,WR,A.Hurns,00-0030821,"Allen Hurns, WR"
2018,Allen Robinson,CHI,WR,A.Robinson,00-0031428,"Allen Robinson, WR"
2018,Amari Cooper,DAL,WR,A.Cooper,00-0031544,"Amari Cooper, WR"
2018,Andre Roberts,NYJ,WR,A.Roberts,00-0027691,"Andre Roberts, WR"
2018,Anthony Miller,CHI,WR,A.Miller,00-0034353,"Anthony Miller, WR"
2018,Anthony Sherman,KC,RB,A.Sherman,00-0028074,"Anthony Sherman, RB"
2018,Austin Seferian-Jenkins,JAX,TE,A.Seferian-Jenkins,00-0031418,"Austin Seferian-Jenkins, TE"
2018,Ben Braunecker,CHI,TE,B.Braunecker,00-0032661,"Ben Braunecker, TE"
2018,Benny Cunningham,CHI,RB,B.Cunningham,00-0029795,"Benny Cunningham, RB"
2018,Bilal Powell,NYJ,RB,B.Powell,00-0028064,"Bilal Powell, RB"
2018,Blake Bell,JAX,TE,B.Bell,00-0032062,"Blake Bell, TE"
2018,Blake Bortles,JAX,QB,B.Bortles,00-0031407,"Blake Bortles, QB"
2018,Blake Jarwin,DAL,TE,B.Jarwin,00-0033658,"Blake Jarwin, TE"
2018,Brandin Cooks,LA,WR,B.Cooks,00-0031236,"Brandin Cooks, WR"
2018,C.J. Anderson,LA,RB,C.Anderson,00-0029854,"C.J. Anderson, RB"
2018,C.J. Beathard,SF,QB,C.Beathard,00-0033936,"C.J. Beathard, QB"
2018,C.J. Prosise,SEA,RB,C.Prosise,00-0032393,"C.J. Prosise, RB"
2018,Cam Phillips,BUF,WR,C.Phillips,00-0034512,"Cam Phillips, WR"
2018,Carlos Hyde,JAX,RB,C.Hyde,00-0031045,"Carlos Hyde, RB"
2018,Chad Henne,KC,QB,C.Henne,00-0026197,"Chad Henne, QB"
2018,Charcandrick West,KC,RB,C.West,00-0030668,"Charcandrick West, RB"
2018,Charles Clay,BUF,TE,C.Clay,00-0028112,"Charles Clay, TE"
2018,Charone Peake,NYJ,WR,C.Peake,00-0032959,"Charone Peake, WR"
2018,Chase Daniel,CHI,QB,C.Daniel,00-0026544,"Chase Daniel, QB"
2018,Chris Carson,SEA,RB,C.Carson,00-0033594,"Chris Carson, RB"
2018,Chris Conley,KC,WR,C.Conley,00-0032128,"Chris Conley, WR"
2018,Chris Herndon,NYJ,TE,C.Herndon,00-0034766,"Chris Herndon, TE"
2018,Chris Ivory,BUF,RB,C.Ivory,00-0027531,"Chris Ivory, RB"
2018,Cody Kessler,JAX,QB,C.Kessler,00-0033104,"Cody Kessler, QB"
2018,Cole Beasley,DAL,WR,C.Beasley,00-0029000,"Cole Beasley, WR"
2018,Cooper Kupp,LA,WR,C.Kupp,00-0033908,"Cooper Kupp, WR"
2018,Corey Grant,JAX,RB,C.Grant,00-0031731,"Corey Grant, RB"
2018,D.J. Chark,JAX,WR,D.Chark,00-0034777,"D.J. Chark, WR"
2018,D'Onta Foreman,HOU,RB,D.Foreman,00-0033925,"D'Onta Foreman, RB"
2018,Dak Prescott,DAL,QB,D.Prescott,00-0033077,"Dak Prescott, QB"
2018,Dalton Schultz,DAL,TE,D.Schultz,00-0034383,"Dalton Schultz, TE"
2018,Damien Williams,KC,RB,D.Williams,00-0030874,"Damien Williams, RB"
2018,Dante Pettis,SF,WR,D.Pettis,00-0034860,"Dante Pettis, WR"
2018,Darius Jackson,DAL,RB,D.Jackson,00-0033049,"Darius Jackson, RB"
2018,Darrel Williams,KC,RB,D.Williams,00-0034301,"Darrel Williams, RB"
2018,Dave Williams,JAX,RB,D.Williams,00-0034427,"Dave Williams, RB"
2018,David Grinnage,JAX,TE,D.Grinnage,00-0032634,"David Grinnage, TE"
2018,David Moore,SEA,WR,D.Moore,00-0033589,"David Moore, WR"
2018,De'Angelo Henderson Sr.,NYJ,RB,D.Sr.,00-0033581,"De'Angelo Henderson Sr., RB"
2018,De'Anthony Thomas,KC,WR,D.Thomas,00-0031060,"De'Anthony Thomas, WR"
2018,DeAndre Carter,HOU,WR,D.Carter,00-0031763,"DeAndre Carter, WR"
2018,DeAndre Hopkins,HOU,WR,D.Hopkins,00-0030564,"DeAndre Hopkins, WR"
2018,Dede Westbrook,JAX,WR,D.Westbrook,00-0033839,"Dede Westbrook, WR"
2018,Demarcus Robinson,KC,WR,D.Robinson,00-0032775,"Demarcus Robinson, WR"
2018,Demaryius Thomas,HOU,WR,D.Thomas,00-0027874,"Demaryius Thomas, WR"
2018,Demetrius Harris,KC,TE,D.Harris,00-0030155,"Demetrius Harris, TE"
2018,Deontay Burnett,NYJ,WR,D.Burnett,00-0034653,"Deontay Burnett, WR"
2018,Deonte Thompson,BUF,WR,D.Thompson,00-0029388,"Deonte Thompson, WR"
2018,Derek Anderson,BUF,QB,D.Anderson,00-0023645,"Derek Anderson, QB"
2018,Deshaun Watson,HOU,QB,D.Watson,00-0033537,"Deshaun Watson, QB"
2018,Dion Sims,CHI,TE,D.Sims,00-0030422,"Dion Sims, TE"
2018,Donte Moncrief,JAX,WR,D.Moncrief,00-0031339,"Donte Moncrief, WR"
2018,Doug Baldwin,SEA,WR,D.Baldwin,00-0028434,"Doug Baldwin, WR"
2018,Ed Dickson,SEA,TE,E.Dickson,00-0027675,"Ed Dickson, TE"
2018,Elijah McGuire,NYJ,RB,E.McGuire,00-0033295,"Elijah McGuire, RB"
2018,Eric Tomlinson,NYJ,TE,E.Tomlinson,00-0031690,"Eric Tomlinson, TE"
2018,Ezekiel Elliott,DAL,RB,E.Elliott,00-0033045,"Ezekiel Elliott, RB"
2018,Garrett Celek,SF,TE,G.Celek,00-0028903,"Garrett Celek, TE"
2018,Gehrig Dieter,KC,WR,G.Dieter,00-0033474,"Gehrig Dieter, WR"
2018,Geoff Swaim,DAL,TE,G.Swaim,00-0032141,"Geoff Swaim, TE"
2018,George Kittle,SF,TE,G.Kittle,00-0033288,"George Kittle, TE"
2018,Gerald Everett,LA,TE,G.Everett,00-0033895,"Gerald Everett, TE"
2018,Isaiah Crowell,NYJ,RB,I.Crowell,00-0030656,"Isaiah Crowell, RB"
2018,Isaiah McKenzie,BUF,WR,I.McKenzie,00-0033466,"Isaiah McKenzie, WR"
2018,J.D. McKissic,SEA,RB,J.McKissic,00-0032602,"J.D. McKissic, RB"
2018,J.J. Jones,NYJ,WR,J.Jones,00-0034560,"J.J. Jones, WR"
2018,Jamaal Charles,JAX,RB,J.Charles,00-0026213,"Jamaal Charles, RB"
2018,James O'Shaughnessy,JAX,TE,J.O'Shaughnessy,00-0031951,"James O'Shaughnessy, TE"
2018,Jared Goff,LA,QB,J.Goff,00-0033106,"Jared Goff, QB"
2018,Jaron Brown,SEA,WR,J.Brown,00-0030300,"Jaron Brown, WR"
2018,Jason Croom,BUF,TE,J.Croom,00-0033627,"Jason Croom, TE"
2018,Javon Wims,CHI,WR,J.Wims,00-0034426,"Javon Wims, WR"
2018,Jeff Wilson,SF,RB,J.Wilson,00-0034115,"Jeff Wilson, RB"
2018,Jeremy Kerley,BUF,WR,J.Kerley,00-0028091,"Jeremy Kerley, WR"
2018,Jermaine Kearse,NYJ,WR,J.Kearse,00-0029159,"Jermaine Kearse, WR"
2018,Jimmy Garoppolo,SF,QB,J.Garoppolo,00-0031345,"Jimmy Garoppolo, QB"
2018,John Kelly,LA,RB,J.Kelly,00-0034808,"John Kelly, RB"
2018,Johnny Mundt,LA,TE,J.Mundt,00-0033246,"Johnny Mundt, TE"
2018,JoJo Natson,LA,WR,J.Natson,00-0033266,"JoJo Natson, WR"
2018,Jordan Akins,HOU,TE,J.Akins,00-0034364,"Jordan Akins, TE"
2018,Jordan Howard,CHI,RB,J.Howard,00-0032780,"Jordan Howard, RB"
2018,Jordan Leggett,NYJ,TE,J.Leggett,00-0033953,"Jordan Leggett, TE"
2018,Jordan Thomas,HOU,TE,J.Thomas,00-0034420,"Jordan Thomas, TE"
2018,Josh Allen,BUF,QB,J.Allen,00-0034857,"Josh Allen, QB"
2018,Josh Bellamy,CHI,WR,J.Bellamy,00-0029319,"Josh Bellamy, WR"
2018,Josh McCown,NYJ,QB,J.McCown,00-0021206,"Josh McCown, QB"
2018,Josh Reynolds,LA,WR,J.Reynolds,00-0033943,"Josh Reynolds, WR"
2018,Justin Davis,LA,RB,J.Davis,00-0033760,"Justin Davis, RB"
2018,Kareem Hunt,KC,RB,K.Hunt,00-0033923,"Kareem Hunt, RB"
2018,Keelan Cole,JAX,WR,K.Cole,00-0033681,"Keelan Cole, WR"
2018,Keith Ford,BUF,RB,K.Ford,00-0034509,"Keith Ford, RB"
2018,Keke Coutee,HOU,WR,K.Coutee,00-0034366,"Keke Coutee, WR"
2018,Kelvin Benjamin,KC,WR,K.Benjamin,00-0031359,"Kelvin Benjamin, WR"
2018,Kendrick Bourne,SF,WR,K.Bourne,00-0033307,"Kendrick Bourne, WR"
2018,Kevin White,CHI,WR,K.White,00-0031545,"Kevin White, WR"
2018,KhaDarel Hodge,LA,WR,K.Hodge,00-0034854,"KhaDarel Hodge, WR"
2018,Khari Lee,BUF,TE,K.Lee,00-0031922,"Khari Lee, TE"
2018,Kyle Juszczyk,SF,FB,K.Juszczyk,00-0029892,"Kyle Juszczyk, FB"
2018,Lamar Miller,HOU,RB,L.Miller,00-0029615,"Lamar Miller, RB"
2018,Leonard Fournette,JAX,RB,L.Fournette,00-0033856,"Leonard Fournette, RB"
2018,LeSean McCoy,BUF,RB,L.McCoy,00-0027029,"LeSean McCoy, RB"
2018,Logan Thomas,BUF,TE,L.Thomas,00-0031260,"Logan Thomas, TE"
2018,Malcolm Brown,LA,RB,M.Brown,00-0031806,"Malcolm Brown, RB"
2018,Malik Turner,SEA,WR,M.Turner,00-0034867,"Malik Turner, WR"
2018,Marcus Kemp,KC,WR,M.Kemp,00-0033481,"Marcus Kemp, WR"
2018,Marcus Murphy,BUF,RB,M.Murphy,00-0031959,"Marcus Murphy, RB"
2018,Marquise Goodwin,SF,WR,M.Goodwin,00-0030068,"Marquise Goodwin, WR"
2018,Matt Barkley,BUF,QB,M.Barkley,00-0030533,"Matt Barkley, QB"
2018,Matt Breida,SF,RB,M.Breida,00-0033308,"Matt Breida, RB"
2018,Michael Gallup,DAL,WR,M.Gallup,00-0034764,"Michael Gallup, WR"
2018,Mike Davis,SEA,RB,M.Davis,00-0032063,"Mike Davis, RB"
2018,Mitchell Trubisky,CHI,QB,M.Trubisky,00-0033869,"Mitchell Trubisky, QB"
2018,Neal Sterling,NYJ,TE,N.Sterling,00-0032120,"Neal Sterling, TE"
2018,Nick Mullens,SF,QB,N.Mullens,00-0033319,"Nick Mullens, QB"
2018,Nick Vannett,SEA,TE,N.Vannett,00-0032394,"Nick Vannett, TE"
2018,Nick Williams,LA,WR,N.Williams,00-0029848,"Nick Williams, WR"
2018,Niles Paul,JAX,TE,N.Paul,00-0028093,"Niles Paul, TE"
2018,Noah Brown,DAL,WR,N.Brown,00-0033591,"Noah Brown, WR"
2018,Patrick DiMarco,BUF,RB,P.DiMarco,00-0028581,"Patrick DiMarco, RB"
2018,Patrick Mahomes,KC,QB,P.Mahomes,00-0033873,"Patrick Mahomes, QB"
2018,Pierre Garcon,SF,WR,P.Garcon,00-0026345,"Pierre Garcon, WR"
2018,Quincy Enunwa,NYJ,WR,Q.Enunwa,00-0031023,"Quincy Enunwa, WR"
2018,Raheem Mostert,SF,RB,R.Mostert,00-0031687,"Raheem Mostert, RB"
2018,Rashaad Penny,SEA,RB,R.Penny,00-0034750,"Rashaad Penny, RB"
2018,Rashad Greene,JAX,WR,R.Greene,00-0032170,"Rashad Greene, WR"
2018,Ray-Ray McCloud,BUF,WR,R.McCloud,00-0034407,"Ray-Ray McCloud, WR"
2018,Richie James,SF,WR,R.James,00-0034286,"Richie James, WR"
2018,Rico Gathers,DAL,TE,R.Gathers,00-0033054,"Rico Gathers, TE"
2018,Rishard Matthews,NYJ,WR,R.Matthews,00-0029580,"Rishard Matthews, WR"
2018,Robby Anderson,NYJ,WR,R.Anderson,00-0032688,"Robby Anderson, WR"
2018,Robert Foster,BUF,WR,R.Foster,00-0034510,"Robert Foster, WR"
2018,Robert Woods,LA,WR,R.Woods,00-0030431,"Robert Woods, WR"
2018,Rod Smith,DAL,RB,R.Smith,00-0031900,"Rod Smith, RB"
2018,Ross Dwelley,SF,TE,R.Dwelley,00-0034073,"Ross Dwelley, TE"
2018,Russell Wilson,SEA,QB,R.Wilson,00-0029263,"Russell Wilson, QB"
2018,Ryan Griffin,HOU,TE,R.Griffin,00-0030108,"Ryan Griffin, TE"
2018,Sam Darnold,NYJ,QB,S.Darnold,00-0034869,"Sam Darnold, QB"
2018,Sammie Coates,HOU,WR,S.Coates,00-0032166,"Sammie Coates, WR"
2018,Sammy Watkins,KC,WR,S.Watkins,00-0031325,"Sammy Watkins, WR"
2018,Sean Mannion,LA,QB,S.Mannion,00-0032245,"Sean Mannion, QB"
2018,Spencer Ware,KC,RB,S.Ware,00-0030414,"Spencer Ware, RB"
2018,T.J. Yeldon,JAX,RB,T.Yeldon,00-0032209,"T.J. Yeldon, RB"
2018,Taquan Mizzell,CHI,RB,T.Mizzell,00-0033373,"Taquan Mizzell, RB"
2018,Tarik Cohen,CHI,RB,T.Cohen,00-0033556,"Tarik Cohen, RB"
2018,Tavon Austin,DAL,WR,T.Austin,00-0030525,"Tavon Austin, WR"
2018,Taylor Gabriel,CHI,WR,T.Gabriel,00-0031228,"Taylor Gabriel, WR"
2018,Terrance Williams,DAL,WR,T.Williams,00-0030542,"Terrance Williams, WR"
2018,Terrelle Pryor,BUF,WR,T.Pryor,00-0028825,"Terrelle Pryor, WR"
2018,Todd Gurley,LA,RB,T.Gurley,00-0032241,"Todd Gurley, RB"
2018,Tommy Bohanon,JAX,FB,T.Bohanon,00-0030112,"Tommy Bohanon, FB"
2018,Travis Kelce,KC,TE,T.Kelce,00-0030506,"Travis Kelce, TE"
2018,Tre Madden,SEA,FB,T.Madden,00-0032472,"Tre Madden, FB"
2018,Trent Taylor,SF,WR,T.Taylor,00-0033292,"Trent Taylor, WR"
2018,Trenton Cannon,NYJ,RB,T.Cannon,00-0034164,"Trenton Cannon, RB"
2018,Trey Burton,CHI,TE,T.Burton,00-0030710,"Trey Burton, TE"
2018,Tyler Higbee,LA,TE,T.Higbee,00-0033110,"Tyler Higbee, TE"
2018,Tyler Lockett,SEA,WR,T.Lockett,00-0032211,"Tyler Lockett, WR"
2018,Tyreek Hill,KC,WR,T.Hill,00-0033040,"Tyreek Hill, WR"
2018,Tyrone Swoopes,SEA,TE,T.Swoopes,00-0033742,"Tyrone Swoopes, TE"
2018,Vyncint Smith,HOU,WR,V.Smith,00-0034631,"Vyncint Smith, WR"
2018,Will Dissly,SEA,TE,W.Dissly,00-0034159,"Will Dissly, TE"
2018,Will Fuller,HOU,WR,W.Fuller,00-0033127,"Will Fuller, WR"
2018,Zay Jones,BUF,WR,Z.Jones,00-0033891,"Zay Jones, WR"
2009,Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,"Aaron Rodgers, QB"
2009,Alex Smith,SF,QB,A.Smith,00-0023436,"Alex Smith, QB"
2009,Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,"Ben Roethlisberger, QB"
2009,Billy Volek,SD,QB,B.Volek,00-0019041,"Billy Volek, QB"
2009,Brady Quinn,CLE,QB,B.Quinn,00-0025409,"Brady Quinn, QB"
2009,Brett Favre,MIN,QB,B.Favre,00-0005106,"Brett Favre, QB"
2009,Brian Brohm,BUF,QB,B.Brohm,00-0026196,"Brian Brohm, QB"
2009,Brian Hoyer,NE,QB,B.Hoyer,00-0026625,"Brian Hoyer, QB"
2009,Brian St. Pierre,ARI,QB,B.Pierre,00-0022101,"Brian St. Pierre, QB"
2009,Brodie Croyle,KC,QB,B.Croyle,00-0024300,"Brodie Croyle, QB"
2009,Bruce Gradkowski,OAK,QB,B.Gradkowski,00-0024408,"Bruce Gradkowski, QB"
2009,Byron Leftwich,TB,QB,B.Leftwich,00-0022177,"Byron Leftwich, QB"
2009,Caleb Hanie,CHI,QB,C.Hanie,00-0025970,"Caleb Hanie, QB"
2009,Carson Palmer,CIN,QB,C.Palmer,00-0021429,"Carson Palmer, QB"
2009,Chad Henne,MIA,QB,C.Henne,00-0026197,"Chad Henne, QB"
2009,Chad Pennington,MIA,QB,C.Pennington,00-0019559,"Chad Pennington, QB"
2009,Charlie Batch,PIT,QB,C.Batch,00-0000865,"Charlie Batch, QB"
2009,Charlie Frye,OAK,QB,C.Frye,00-0023502,"Charlie Frye, QB"
2009,Chris Redman,ATL,QB,C.Redman,00-0019709,"Chris Redman, QB"
2009,Chris Simms,DEN,QB,C.Simms,00-0022005,"Chris Simms, QB"
2009,Curtis Painter,IND,QB,C.Painter,00-0027134,"Curtis Painter, QB"
2009,Daunte Culpepper,DET,QB,D.Culpepper,00-0003739,"Daunte Culpepper, QB"
2009,David Carr,NYG,QB,D.Carr,00-0020608,"David Carr, QB"
2009,David Garrard,JAC,QB,D.Garrard,00-0021231,"David Garrard, QB"
2009,Dennis Dixon,PIT,QB,D.Dixon,00-0026296,"Dennis Dixon, QB"
2009,Derek Anderson,CLE,QB,D.Anderson,00-0023645,"Derek Anderson, QB"
2009,Donovan McNabb,PHI,QB,D.McNabb,00-0011022,"Donovan McNabb, QB"
2009,Drew Brees,NO,QB,D.Brees,00-0020531,"Drew Brees, QB"
2009,Drew Stanton,DET,QB,D.Stanton,00-0025430,"Drew Stanton, QB"
2009,Eli Manning,NYG,QB,E.Manning,00-0022803,"Eli Manning, QB"
2009,J.P. Losman,OAK,QB,J.Losman,00-0022912,"J.P. Losman, QB"
2009,J.T. O'Sullivan,CIN,QB,J.O'Sullivan,00-0021296,"J.T. O'Sullivan, QB"
2009,Jake Delhomme,CAR,QB,J.Delhomme,00-0004161,"Jake Delhomme, QB"
2009,JaMarcus Russell,OAK,QB,J.Russell,00-0025388,"JaMarcus Russell, QB"
2009,Jason Campbell,WAS,QB,J.Campbell,00-0023460,"Jason Campbell, QB"
2009,Jay Cutler,CHI,QB,J.Cutler,00-0024226,"Jay Cutler, QB"
2009,Joe Flacco,BAL,QB,J.Flacco,00-0026158,"Joe Flacco, QB"
2009,Josh Freeman,TB,QB,J.Freeman,00-0026993,"Josh Freeman, QB"
2009,Josh Johnson,TB,QB,J.Johnson,00-0026300,"Josh Johnson, QB"
2009,Josh McCown,CAR,QB,J.McCown,00-0021206,"Josh McCown, QB"
2009,Keith Null,STL,QB,K.Null,00-0027131,"Keith Null, QB"
2009,Kellen Clemens,NYJ,QB,K.Clemens,00-0024264,"Kellen Clemens, QB"
2009,Kerry Collins,TEN,QB,K.Collins,00-0003292,"Kerry Collins, QB"
2009,Kevin Kolb,PHI,QB,K.Kolb,00-0025423,"Kevin Kolb, QB"
2009,Kurt Warner,ARI,QB,K.Warner,00-0017200,"Kurt Warner, QB"
2009,Kyle Boller,STL,QB,K.Boller,00-0022164,"Kyle Boller, QB"
2009,Kyle Orton,DEN,QB,K.Orton,00-0023541,"Kyle Orton, QB"
2009,Luke McCown,JAC,QB,L.McCown,00-0022864,"Luke McCown, QB"
2009,Marc Bulger,STL,QB,M.Bulger,00-0019599,"Marc Bulger, QB"
2009,Mark Brunell,NO,QB,M.Brunell,00-0002110,"Mark Brunell, QB"
2009,Mark Sanchez,NYJ,QB,M.Sanchez,00-0026898,"Mark Sanchez, QB"
2009,Matt Cassel,KC,QB,M.Cassel,00-0023662,"Matt Cassel, QB"
2009,Matt Flynn,GB,QB,M.Flynn,00-0026349,"Matt Flynn, QB"
2009,Matt Gutierrez,KC,QB,M.Gutierrez,00-0024824,"Matt Gutierrez, QB"
2009,Matt Hasselbeck,SEA,QB,M.Hasselbeck,00-0007091,"Matt Hasselbeck, QB"
2009,Matt Leinart,ARI,QB,M.Leinart,00-0024225,"Matt Leinart, QB"
2009,Matt Moore,CAR,QB,M.Moore,00-0025708,"Matt Moore, QB"
2009,Matt Ryan,ATL,QB,M.Ryan,00-0026143,"Matt Ryan, QB"
2009,Matt Schaub,HOU,QB,M.Schaub,00-0022787,"Matt Schaub, QB"
2009,Matthew Stafford,DET,QB,M.Stafford,00-0026498,"Matthew Stafford, QB"
2009,Mike Vick,PHI,QB,M.Vick,00-0020245,"Mike Vick, QB"
2009,Pat White,MIA,QB,P.White,00-0027020,"Pat White, QB"
2009,Peyton Manning,IND,QB,P.Manning,00-0010346,"Peyton Manning, QB"
2009,Philip Rivers,SD,QB,P.Rivers,00-0022942,"Philip Rivers, QB"
2009,Rex Grossman,HOU,QB,R.Grossman,00-0022121,"Rex Grossman, QB"
2009,Ryan Fitzpatrick,BUF,QB,R.Fitzpatrick,00-0023682,"Ryan Fitzpatrick, QB"
2009,Seneca Wallace,SEA,QB,S.Wallace,00-0022055,"Seneca Wallace, QB"
2009,Shaun Hill,SF,QB,S.Hill,00-0020679,"Shaun Hill, QB"
2009,Tarvaris Jackson,MIN,QB,T.Jackson,00-0024279,"Tarvaris Jackson, QB"
2009,Todd Collins,WAS,QB,T.Collins,00-0003315,"Todd Collins, QB"
2009,Tom Brady,NE,QB,T.Brady,00-0019596,"Tom Brady, QB"
2009,Tony Romo,DAL,QB,T.Romo,00-0021678,"Tony Romo, QB"
2009,Trent Edwards,BUF,QB,T.Edwards,00-0025479,"Trent Edwards, QB"
2009,Troy Smith,BAL,QB,T.Smith,00-0025561,"Troy Smith, QB"
2009,Tyler Thigpen,MIA,QB,T.Thigpen,00-0025604,"Tyler Thigpen, QB"
2009,Vince Young,TEN,QB,V.Young,00-0024218,"Vince Young, QB"
2009,Aaron Brown,DET,RB,A.Brown,00-0027129,"Aaron Brown, RB"
2009,Aaron Stecker,ATL,RB,A.Stecker,00-0015601,"Aaron Stecker, RB"
2009,Adrian Peterson,CHI,RB,A.Peterson,00-0021306,"Adrian Peterson, RB"
2009,Adrian Peterson,MIN,RB,A.Peterson,00-0025394,"Adrian Peterson, RB"
2009,Ahmad Bradshaw,NYG,RB,A.Bradshaw,00-0025637,"Ahmad Bradshaw, RB"
2009,Ahman Green,GB,RB,A.Green,00-0006305,"Ahman Green, RB"
